ID;yyyy;mm;tmax;tmin;af;rain;sun
1806;2003;6;22,4;11,8;0;55,5;213,6
1807;2003;7;23,7;13,4;0;53,8;192
1808;2003;8;25,5;13,5;0;3;228,4
1809;2003;9;21,3;8,1;0;17,4;175,3
1810;2003;10;14;3,9;5;31,7;134,8
1811;2003;11;12;5,7;1;89,6;78,9
1812;2003;12;8,7;1,8;10;70,7;53,6
1813;2004;1;8,8;2,7;9;66,1;62,7
1814;2004;2;8,7;2,9;11;25,5;79,1
1815;2004;3;10,9;3,4;2;51,8;101,5
1816;2004;4;14,7;6,2;0;68,8;150,3
1817;2004;5;18;8,6;0;41,1;195,5
1818;2004;6;21,8;12;0;23,8;223,6
1819;2004;7;22;12,2;0;83,1;169,5
1820;2004;8;23,4;14,2;0;135;194,1
1821;2004;9;20,1;11,7;0;28,9;174,4
1822;2004;10;14,7;8,6;0;131,4;102,4
1823;2004;11;10,9;5,8;1;34,2;52,4
1824;2004;12;8,6;2,8;6;37,7;58,3
1825;2005;1;9,4;3,8;2;18,2;65,4
1826;2005;2;7,3;2,1;10;20;66,3
1827;2005;3;11,2;4,7;6;44,5;79,3
1828;2005;4;14,3;5,7;1;50,2;136,3
1829;2005;5;17,2;7,6;0;31,5;226,4
1830;2005;6;21,6;12;0;93,4;177,6
1831;2005;7;22,3;13,4;0;34,9;192
1832;2005;8;23,1;12,2;0;31,3;235,7
1833;2005;9;20,9;11,9;0;38,5;155,4
1834;2005;10;17,1;10,9;0;53,4;92
1835;2005;11;9,9;3,1;11;38,6;88
1836;2005;12;7,7;1,8;11;50,2;55,7
1837;2006;1;7,2;2,2;8;16,6;54,9
1838;2006;2;6,6;0,8;12;33;73,1
1839;2006;3;9,2;2;10;59,3;95,5
1840;2006;4;13,9;5,4;2;36,3;152,5
1841;2006;5;17,6;9;0;104,7;165,7
1842;2006;6;23,1;11,7;0;5,3;246,2
1843;2006;7;27,1;14,9;0;87,3;303,7
1844;2006;8;21,8;13,1;0;58,7;167,2
1845;2006;9;22,1;13,5;0;90,8;156,5
1846;2006;10;17,2;10,6;0;118;109
1847;2006;11;12,1;5,1;4;86,4;101,2
1848;2006;12;9,4;4,3;6;68,7;42,7
1849;2007;1;10,4;4,8;4;73,3;79,8
1850;2007;2;9,7;3,7;7;81;67,6
1851;2007;3;12;3,7;2;36,9;165,4
1852;2007;4;17,8;5,6;0;1,8;210,7
1853;2007;5;17,5;7,1;0;135,2;165,5
1854;2007;6;20,5;11,3;0;78,8;149
1855;2007;7;20,6;12,2;0;105,5;195,1
1856;2007;8;21,7;12;0;38,2;209,2
1857;2007;9;19,2;10,3;0;17,7;142,6
1858;2007;10;15,1;7,9;0;68,9;102,5
1859;2007;11;11,3;4,3;4;56;86,9
1860;2007;12;8,3;2,4;11;60,6;57,2
1861;2008;1;10,3;4,7;0;81,6;62,4
1862;2008;2;10,5;1,7;11;16,9;124,1
1863;2008;3;10,6;3,5;2;90,3;115,2
1864;2008;4;13,1;4,7;3;46,9;161,2
1865;2008;5;18,7;9,5;0;106,6;173,2
1866;2008;6;20,1;11,1;0;67,3;223,8
1867;2008;7;22;12,8;0;90;198,5
1868;2008;8;20,8;13,9;0;77;141,8
1869;2008;9;17,8;10,2;0;73,5;113,5
1870;2008;10;14,6;5,7;1;39,3;132,2
1871;2008;11;10,1;4,8;3;94,2;67
1872;2008;12;6,9;1,3;11;37,3;73,5
1873;2009;1;6,3;0,2;16;47,8;69,3
1874;2009;2;7,9;2;10;54,5;64,5
1875;2009;3;12,4;3,2;3;20,2;161,4
1876;2009;4;15,6;6,1;0;36;168,4
1877;2009;5;18,2;8,3;0;44,8;226,1
1878;2009;6;22;10,7;0;49,3;203,3
1879;2009;7;22,4;13,1;0;72,8;212,3
1880;2009;8;22,7;13,3;0;46,6;190,6
1881;2009;9;20,2;10,6;0;9;163,7
1882;2009;10;16,2;8,4;0;44,4;109,7
1883;2009;11;12,5;7;0;105,2;73,5
1884;2009;12;6,8;0,8;12;89,9;61,5
1885;2010;1;4,7;-1;17;56,4;68,2
1886;2010;2;7,1;1,3;7;79,8;59,3
1887;2010;3;11,3;3,2;8;47,6;130,2
1888;2010;4;15,8;4,9;0;25,5;209,5
1889;2010;5;17,6;7,3;0;28,6;207,4
1890;2010;6;23;11,1;0;34,5;230,5
1891;2010;7;23,3;14,1;0;24,4;184,4
1892;2010;8;21,4;12;0;146,2;123,8
1893;2010;9;19;10;0;48,1;118,6
1894;2010;10;14,6;7,4;2;43,5;128,8
